Predicate,Count
P-consulted_for,1
P-family_donated_archive_to,1
P-duties_relate_to,1
P-Contains_media_about,1
P-supported_the_development,1
P-research_cited_by,1
P-involved_in_fostering,1
P-Re_-_broadcast_on,1
P-Prominent_animator_associated_with,1
P-Constituent_society_of,1
P-Published_with,1
P-Renamed_to_honor,1
P-Reflects_architectural_style,1
P-tries_to_prevent,1
P-Performs_rendition_of,1
P-Education_degree,1
P-conducted_thesis_at,1
P-fights_against,1
P-does_not_manage,1
P-explorer_of,1
P-Received_scholarship,1
P-Awarded_degree_to,1
P-Worked_as_postdoctoral_fellow_under,1
P-Starred_In,1
P-Portrayed_As,1
P-rivals_with,1
P-Connected_by_railway_to,1
P-Contributes_to_cultural_landscape,1
P-Enriches_architectural_heritage,1
P-accessible_via_buses_from,1
P-has_public_transport_connection_to,1
P-Achieved_success_at,1
P-Autonomous_by,1
P-Character_of,1
P-Lead_singer_of,1
P-Honorary_graduate_of,1
P-Replacement_with,1
P-Initially_under_administrative_control_of,1
P-Operates_as_key_institution_in,1
P-Connected_to_teaching_hospital,1
P-Tasked_with_catching,1
P-scheme_with,1
P-recognizes,1
P-make_nominations_for,1
P-Studied_Medicine,1
P-set_within,1
P-manages_initiative,1
P-President_Of,1
P-Script_by,1
P-elected_as_Chancellor_of,1
P-Contribution_Area,1
P-Research_Area,1
P-Holds_archive,1
P-has_influenced,1
P-is_popular_among,1
P-Release_Date,1
P-Attempted_to_reboot,1
P-Works_closely_with,1
P-Provided_voices_for,1
P-Distance_from,1
P-Facilitated_the_development_of,1
P-Organized_fundraiser_for,1
P-Academic_achievement,1
P-Charitable_efforts,1
P-Formerly_worked_at,1
P-Professional_base,1
P-Added_to_collection,1
P-Nearby_institution,1
P-Death_in,1
P-Storyline_established,1
P-Been_a_professor_at,1
P-degree_from,1
P-Rebooted_series,1
P-Announced_plans_to_integrate_into,1
P-ranked_first_for,1
P-Primarily_covers,1
P-Voices_performed_by,1
P-had_a_recurring_role_in,1
P-niece_of,1
P-Reopening_caused_by,1
P-Significance_influenced_by,1
P-Available_on_DVD,1
P-Ranked_in,1
P-distribution_location,1
P-reaches,1
P-described_by,1
P-Release_date,1
P-role_within,1
P-Executive_Director,1
P-Historical_ties,1
P-moved_production_from,1
P-actor_affiliation,1
P-has_Campus,1
P-is_British,1
P-revisits_key_characters_and_moments,1
P-highlights_pivotal_elements,1
P-date_of_disestablishment,1
P-Government_of_India_entity,1
P-Served_as_vice-chancellor,1
P-Incorporated_from,1
P-Stands_as_a_testament_to,1
P-resembles,1
P-Redevelops,1
P-visible_from,1
P-Productions_by,1
P-Worked_as_lecturer_at,1
P-serves_as_editor-in-chief_of,1
P-honorary_professor_at,1
P-visiting_fellow_at,1
P-Was_a_Senior_Associate_in_medical_history_at,1
P-investigates,1
P-Pursued_degree,1
P-is_capital_city_of,1
P-Experience_with,1
P-was_active_during,1
P-Served_as_vice_chancellor,1
P-Head_of_department,1
P-Hit_in,1
P-Originally_performed_by,1
P-AimsToSupport,1
P-IntegratedInto,1
P-NowHouses,1
P-Portrayed_as_fictional_town,1
P-Responsible_for_overseeing,1
P-Is_an_example_of,1
P-Served_as_Chancellor_for,1
P-City_connection,1
P-Location_of_research,1
P-fights,1
P-has_relationship,1
P-Supervised_renovation_of,1
P-_Became_the_School_of_Nursing_for,1
P-Lead,1
P-Venue_at,1
P-Has_connection_with,1
P-secures_research_grants,1
P-Pursued_higher_education_at,1
P-Won_award_from,1
P-Has_operation_in,1
P-Related_to_demolition_of,1
P-Involved_in_demolition_of,1
P-Related_to_the_demolition_of,1
P-Includes_plans_to_reopen,1
P-Conducted_research_using,1
P-Voice_Actor,1
P-Established_through_bequest_by,1
P-included_events_from,1
P-Funds,1
P-Research_subject,1
P-built_during,1
P-Fellowship,1
P-Described_genus,1
P-identified,1
P-Failed_merger_attempt_with,1
P-under_licensing_from,1
P-career_location,1
P-Misrepresents,1
P-Commonly_referred_to_as,1
P-chose_as_training_base,1
P-granted_freedom_by,1
P-honored_after,1
P-Planned_to_include,1
P-Fields_team,1
P-Historical_affiliation,1
P-Reference_to,1
P-key_figure_in,1
P-Connected_via_institution,1
P-Connected_via_business,1
P-appear_in,1
P-designed_in,1
P-Resurrected_in,1
P-alumnus_of,1
P-Compiled_footage_from,1
P-conduct_research_at,1
P-Coordinates_athletic_programs_across,1
P-wrote_a_draft_for,1
P-Intended_to_adapt,1
P-Rights_owned_by,1
P-Creative_solution,1
P-Degree_awarded_by,1
P-ties_into,1
P-frequently_opposes,1
P-Provided_vocal_effects_for,1
P-Known_for_the_line,1
P-prestigious_for_directing,1
P-led_development,1
P-served_as_first_chancellor_by,1
P-worked_as_alderman_in,1
P-Maintains_a_congregation_at,1
P-voice_provided_by,1
P-is_a_star_character_for,1
P-features_girlfriend,1
P-became_a_key_figure_in,1
P-was_succeeded_by,1
P-Curriculum_mirrors,1
P-Constructed_during,1
P-Constructed_to_celebrate,1
P-Film_Honored_At,1
P-has_editorial_role_in,1
P-Financial_dealings_with,1
P-operates_programs_in,1
P-series_of,1
P-Archives_stored_in,1
P-Holds_records_about,1
P-Adjoins,1
P-Postdoctoral_fellow_at,1
P-Descent,1
P-Conducted_research_during,1
P-served_as_president_and_vice-chancellor,1
P-Enrolled_in_inaugural_year,1
P-Earliest_student,1
P-grew_up,1
P-Professor_of_Biomolecular_Structure_at,1
P-has_a_direct_connection_with,1
P-Appeared_in_cameo_role,1
P-Combines_with,1
P-includes_division,1
P-Draws_students_from,1
P-Maintained_tie_to,1
P-Funded_Projects_of,1
P-students_participate_in,1
P-takes_place_at,1
P-source_for_information_on,1
P-first_date_with,1
P-also_born_in,1
P-offered_work_on,1
P-Dean_of_Science,1
P-Vice_Chancellor,1
P-Honour,1
P-second-tallest_structure_after,1
P-originally_housed_departments_of,1
P-connected_via_mezzanine_level_to,1
P-indirectly_associated_with,1
P-Collector_of,1
P-First_described_by,1
P-is_restored_to_life,1
P-production_banner,1
P-has_railway_station,1
P-Influenced_direction_of,1
P-Satisfies_demands_of,1
P-Vice_Chancellor_of,1
P-Shaped_academic_direction_of,1
P-statue_located_near,1
P-Composed_and_conducted_for,1
P-Soundtrack_ties_into,1
P-Location_recorded_at,1
P-HasPresenceInArea,1
P-Attempted_by,1
P-named_medley_hall_after,1
P-named_john_medley_building_after,1
P-relocation_from,1
P-was_Vice-Chancellor_of,1
P-expedition_leader,1
P-Music_director,1
P-Laureate_in,1
P-Is_a_patron_of,1
P-positive_reviews,1
P-elects,1
P-Conducts_research_using,1
P-Contributed_to_discovery_of,1
P-Includes_theme,1
P-Landmark_in,1
P-Vice_President_of,1
P-upcoming_appearances,1
P-borders_with,1
P-From_university,1
P-Offers_program_through,1
P-Conducts_studies_at,1
P-studied_painting_at,1
P-Donated_land_to,1
P-chancellor,1
P-received_award,1
P-Residence_Hall_named_after,1
P-Literary_and_Judicial_Papers_preserved_in,1
P-Unveiled,1
P-Independent_institute_of,1
P-Classification,1
P-is_a_city_in,1
P-Promotes_collaboration_and_excellence,1
P-serves_in,1
P-Provided_voice_to,1
P-Master_of,1
P-has_sports_team,1
P-Became_a_fellow_of,1
P-has_donation_from,1
P-housed_under,1
P-First_film_released_by,1
P-Awarded_Degree_To,1
P-Received_Degree_From,1
P-is_friends_with,1
P-Tamil_title_for,1
P-Located_at_street,1
P-Contains_department,1
P-and,1
P-Provided_Performance_Capture_for,1
P-Co-director_with,1
P-Struggled_with,1
P-Conclusion_of,1
P-Alumni_Commitment,1
P-received_degree_at,1
P-facilitates,1
P-struggles_with,1
P-Part_of_cinematic_universe,1
P-Connected_through_sports_facilities_and_activities_to,1
P-has_connection,1
P-song_featured_in,1
P-is_headmaster_of,1
P-Plays_in,1
P-Has_historical_connection_with,1
P-Archives_stored_at,1
P-situated_between,1
P-evacuated_from,1
P-Advisor_to,1
P-connection_with_film,1
Type,1
P-listed_in,1
P-Connected_via_bus_to,1
P-headmaster,1
P-adjunct_professor_at,1
P-Funded_research_of,1
P-Created_music_for,1
P-Has_residential_college,1
P-Gave_to,1
P-is_an_ACM_Fellow,1
P-Pivotal_role_in,1
P-drives,1
P-Served_as_chief_editor_of,1
P-Benefited,1
P-purchased_land,1
P-Box_office_success_in,1
P-final_performance,1
P-In_the_field_of,1
P-Animated_by,1
P-Published_articles_in,1
P-Does_not_have_connection_with,1
P-passes_by,1
P-Field_of_Study,1
P-Under_the_imprint,1
P-revived_on,1
P-Research_on,1
P-housed_in,1
P-lead_singer,1
P-faced_financial_challenges_during_his_tenure_at,1
P-Analyze,1
P-Distinct_from,1
P-Kills,1
P-conducted_research_in,1
P-Country_of_origin,1
P-is_mentioned_in,1
P-Resemble,1
P-Contributions,1
P-Participate_in,1
P-supervises,1
P-thesis_topic,1
P-is_chancellor_of,1
P-ContributesToNarrativeIn,1
P-HasMember,1
P-Houses_collection,1
P-Data_Management_role_for,1
P-Linked_via_bus_route_to,1
P-Reached_chart_position,1
P-Influenced_the_development_of,1
P-sought_inspiration,1
P-Student_union_location,1
P-compete_at,1
P-Listed_grade,1
P-exam_hall_for,1
P-Phase,1
P-Served_alongside,1
P-language_of_publication,1
P-readers_include,1
P-covers_topics_related_to,1
P-provides_funding_to,1
P-Along_street,1
P-body_double_for,1
P-References_in_soundtrack,1
P-NoRelationTo,1
P-Excluded_due_to,1
P-covers_content_related_to,1
P-provided_facilities_for,1
P-Within,1
P-Research_extends_to,1
P-Abolished_by,1
P-provided_voice_for,1
P-responsibilities,1
P-is_on_soundtrack,1
P-bonus_track_in,1
P-mother's_voice_in,1
P-Screened_alongside,1
P-conducted_Ph.D._thesis_at,1
P-provided,1
P-Has_prominent_role_in,1
P-Battles_against,1
P-Journey_began_in,1
P-Has_complex_relationship_with,1
P-Student,1
P-Features_a_cameo_by,1
P-Earned_M.S._from,1
P-travels_from,1
P-Continuity,1
P-Collaborative_Storytelling_Model,1
P-Approved_on,1
P-Is_a_central_element_of,1
P-Significance_as_cultural_artifact_within,1
P-release_location,1
P-Sold_by,1
P-work_ties_to,1
P-statement_about,1
P-Has_sequel,1
P-Attraction_in,1
P-competes_with,1
P-Voice_work_on,1
P-Pitch_raised_until,1
P-marked_the_debut_of,1
P-Operates_during,1
P-exhibits,1
P-Broadcasted_at,1
P-disapproved_of,1
P-claimed_inaccuracy_in,1
P-omitted_role_of,1
P-portrayed_father_as_villain_angering,1
P-Aimed_to_research,1
P-fired_from,1
P-Voice_performed_by,1
P-No_longer_offers,1
P-Nominated_by,1
P-earned_law_degree_from,1
P-Specialty,1
P-Proposed_experiment,1
P-planned_adaptation,1
P-Shares_continuity_with,1
P-Explores_themes_related_to,1
P-Former_name,1
P-Based_on_a_script_by,1
P-region_of,1
P-Is_a_faculty_of,1
P-was_made,1
P-Withdrew_funding_from,1
P-Publication,1
P-documented_in,1
P-Hosts_performances_from,1
P-Holds_archive_related_to,1
P-Connects_via,1
P-established_prominence_of,1
P-Ph.D._from,1
P-establishedBy,1
P-yearEstablished,1
P-History_related_to,1
P-eventually_joined,1
P-Professional_activities_location,1
P-attempts_to_collect,1
P-retrieves,1
P-participated_in_events_in,1
P-is_an_editor-in-chief_of,1
P-current_headquarters,1
P-alumna_of,1
P-appointed_as_Chancellor,1
P-manufactured_in,1
P-Received_Award,1
P-is_a_professor_at,1
P-Established_connection_to,1
P-Leads_to_participation_in,1
P-Ranking_in,1
P-Recurring_role,1
P-Niece_of,1
P-Student_newspaper_of,1
P-Connected_via_historical_roots,1
P-Voice_actor,1
P-Contributions_connect_to,1
P-Distribution_platform,1
P-Worked_during,1
P-Voice_acting_role,1
P-tied_historically_to,1
P-aligned_academically_with,1
P-originally_produced_by,1
P-Ended_production_deal_with,1
P-Began_production_with,1
P-has_campus,1
P-Hosts_event,1
P-Sends_students_to,1
P-reviewed_film,1
P-headquarters_of,1
P-Discontinued_studies_in,1
P-Prepared_for_role_using,1
P-Housed_archive_of,1
P-Served_as_Vice-Chancellor_at,1
P-Converges_with,1
P-suggest,1
P-is_a_Canadian,1
"P-contributions_to_geographical_exploration_and_naming_over_3,000_geographical_features_in_Canada",1
P-distinguished_career_with_the_Geological_Survey_of_Canada,1
P-provides_redirects_for,1
P-Adopted_sister_of,1
P-historical_roots_in,1
P-land_donated_by,1
P-has_many_students,1
P-Visiting_fellow_at,1
P-song_by,1
P-French,1
P-Exemplifies_architectural_style,1
P-Shape_narrative_of,1
P-Offers_participation_in,1
P-Set_up_by,1
P-Is_chair_of,1
P-During_time_period,1
P-Experienced_being_drafted_into,1
P-Reflects_anti-military_sentiments_expressed_by,1
P-Absence_in,1
P-Portrayal_extends_to,1
P-Featured_on_soundtrack_of,1
P-Reached_number_two_in,1
P-Directed_the_music_video_of,1
P-was_established_by,1
P-was_renamed_after,1
P-facilitated_collaboration_with,1
P-now_houses,1
P-Acting_President_of,1
P-Was_an_Adjunct_Professor_at,1
P-Hosted_a_memorial_symposium_in,1
P-in_city,1
P-Associated_style,1
P-Recognized_alongside,1
P-plays_a_crucial_role_against,1
P-has_strong_female_relationships_with,1
P-influenced_development_of,1
P-Catalogs,1
P-Former_position,1
P-Continues_timeline_of,1
P-Provided_service_to,1
P-Later_housed,1
P-Location_of_affiliation,1
P-foil,1
P-Holds_papers_of,1
P-Was_Prime_Minister_of,1
P-is_the_vice_chancellor_of,1
P-secured_grant_from,1
P-completed_bachelor's,1
P-completed_master's_degrees,1
P-Production_of,1
P-Operation_includes,1
P-received_an_Honorary_Fellowship_from,1
P-remained_friends_with,1
P-is_connected_via_a_statue_to,1
P-historical_tie_to,1
P-artist_associated_with,1
P-Established_by_bequest_of,1
P-included_events_tied_to,1
P-shutdown_coincided_with,1
P-Composed_soundtrack_for,1
P-described_species_in_genus,1
P-Developed_alongside,1
P-Enables,1
P-Produced_under_license_by,1
P-set_to_appear_in,1
P-affiliated_clubs_and_initiatives,1
P-directly_linked_to,1
P-fields_teams_called,1
P-connects_from,1
P-originally_built_as,1
P-represent,1
P-produced_soundtrack_for,1
P-University,1
P-includes_honors,1
P-conducted_studies_on,1
P-runs_past,1
P-added,1
P-Majored_in,1
P-character_in,1
P-Held_honorary_role,1
P-trialled_in,1
P-refurbished_by,1
P-resident_at,1
P-worked_as_surgeon_and_general_practitioner_in,1
P-Debut_for,1
P-Spearheaded_by,1
P-holds_slides_from,1
P-Debut_film_of,1
P-served_as_mayor_of,1
P-was_chancellor_at,1
P-has_a_residence_named_after,1
P-was_vice-president_of,1
P-Acknowledges,1
P-belongs_to_family,1
P-fosters_connections_with,1
P-Has_documentation_about,1
P-archives_are_housed_at,1
P-Received_posthumous_nomination_at,1
P-has_infrastructure,1
P-Themes_linked_to,1
P-Fan_of,1
P-graduate_of,1
P-was_of_descent,1
P-conducted_research_during,1
P-had_family_ties_to,1
P-Head_of_the_Department_of_Mechanical_Engineering,1
P-late_husband,1
P-Absorbed,1
P-inaugural_year,1
P-served_as_vice-chancellor,1
P-Voice_talent_for,1
P-Does_not_have_a_speaking_role_in,1
P-feeds_into,1
P-Monument_location,1
P-was_home_to,1
P-maintaining_ties_to,1
P-Grade_II_listed_building,1
P-under_the_Act,1
P-named_in_remembrance_of,1
P-Historically_connected_to,1
P-Coauthored_by,1
P-Source_of,1
P-Portrayed_in_Film,1
P-involved_in_production,1
P-Served_as_vice_chancellor_at,1
P-is_the_second_-_tallest_structure,1
P-mezzanine_level_connects_to,1
P-continues_to_be_an_integral_part_of,1
P-houses_departments_such_as,1
P-Is_Connected_To,1
P-Shares_a_boathouse_with,1
P-Triumphed_over,1
P-Banner,1
P-operated_at,1
P-Soundtrack_Composer,1
P-Features_music_from,1
P-Includes_themes_from,1
P-Soundtrack_Recorded_by,1
P-Recording_location_for,1
P-Award_received,1
P-Relocate_from,1
P-deeply_connected_to,1
P-history_linked_to,1
P-is_patron_of,1
P-Provides_funds_to,1
P-Is_connected_to,1
P-Discoveries,1
P-Named_asteroid_after,1
P-Adapted_elements_from,1
P-maternalCousinOf,1
P-patronOf,1
P-vicePresidentOf,1
P-For_film,1
P-Integral_to_narrative,1
P-Proposes_to_reopen,1
P-Similar_style_to,1
P-Design,1
P-Acquired_rights_from,1
P-Acquired_distribution_rights_from,1
P-is_a_graduate_school_of,1
P-offers_programs_such_as,1
P-offers_specialty_training_leading_to,1
P-cover_version_by,1
P-process_involving,1
P-Settled_by,1
P-Papers_preserved_in,1
P-Practiced_in,1
P-Is_an_independent_institute_of,1
P-feud_with,1
P-Integrate_characters_from,1
P-Reprised_role_as,1
P-Originally_located_at,1
P-accommodates,1
P-First_sound_film,1
P-Collaborative_Academic_Programs_with,1
P-Research_Partnerships_in,1
P-for,1
P-Provides_voices_to,1
P-Contributed_voice_talent_to,1
P-Shot_location,1
P-Premiere_venue,1
P-was_the_first_master_of,1
P-Received_collection_from,1
P-Research_Focus,1
P-Conducts_Research_In,1
P-Returns_in,1
P-Continues_storyline_from,1
P-Developing_for,1
P-provides_performance_capture_for,1
P-focusesOn,1
P-tied_geographically_and_economically_to,1
P-Produced_future_films,1
P-received_degree_from,1
P-Teaches_at,1
P-Expectations_of,1
P-Connected_through_alumni_contributions,1
P-is_a_film_series_of,1
P-Situated_at,1
P-plays_in,1
P-home_ground_location,1
P-Significant_for,1
P-Archives_located_at,1
P-overlooks,1
P-Advocacy,1
P-Named_Facilities,1
P-Work_Location,1
P-has_been_featured_in,1
P-Location_after_graduation,1
P-Studio_type,1
P-Died_from,1
P-Died_on_date,1
P-Died_in_place,1
P-Held_election_for,1
P-Connected_via_bus_service_to,1
P-Country_of_education,1
P-Appointed_as_professor_at,1
P-Taught_subject,1
P-Transformed_by,1
P-Employed_at_before,1
P-Impressed,1
P-Once_part_of,1
P-offered_by,1
P-Features_conflict_with,1
P-purchased_land_in,1
P-Supported_initiatives,1
P-Screenwriter_of,1
P-Population,1
P-Performance_by,1
P-is_not_a_member_of,1
P-Notable_alumni_impact,1
P-was_a_merchant_from,1
P-led_an_expedition_from,1
P-Umbrella,1
P-Fellow_of,1
P-authored_articles_in,1
P-contributions_impacted,1
P-Important_for,1
P-Is_a_leader_of,1
P-Has_role_in,1
P-First_film_of,1
P-Features_character_introduced_in,1
P-Revived_on,1
P-served_as_academic_advisor_to,1
P-celebrate,1
P-Faculty_member_of,1
P-Features_exhibit_of,1
P-Film_Credit,1
P-Moved_on_to_lead,1
P-is_killed_by,1
P-book_title,1
P-Misunderstood_identity_with,1
P-reintegrated_into,1
P-reunites_disbanded_teams,1
P-Built_for,1
P-Ties_back_to,1
P-Previously_part_of,1
P-Historical_figure_related_to,1
P-developed_with,1
P-Thesis_topic,1
P-Famously_portrayed,1
P-Politician_in,1
P-Mentorship,1
P-Graduates_belong_to,1
P-Built_under,1
P-One_of,1
P-work_studied,1
P-manages_data_for,1
P-connected_via_road,1
P-connected_via_motorway,1
P-train_service_connects,1
P-bus_route_serves,1
P-debut_album_of,1
P-song_from,1
P-Performed_stunts_in,1
P-Constructed_facility_at,1
P-Compete_at,1
P-listed_as,1
